Category;ID;Keyword;Content;Image_File
Main;M32;금전 지출 주의;충동적인 소비를 피하고 지출 계획을 꼼꼼히 세워야 합니다.  절약이 필요한 날입니다.;main_32.png
Main;M33;목표 재설정;지금까지 달려온 길을 돌아보고 목표가 올바른지 다시 한번 점검해야 합니다.  새로운 동기를 부여하세요.;main_33.png
Main;M34;조용한 관찰;말을 아끼고 주변 상황을 조용히 관찰하세요.  숨겨진 기회나 정보를 발견할 수 있습니다.;main_34.png
Main;M35;정리/청소;주변 환경을 정리하고 불필요한 물건을 버리세요.  물리적 정리가 마음의 안정으로 이어집니다.;main_35.png
Main;M36;자선/봉사;타인을 위한 작은 봉사나 나눔이 당신에게 큰 행복과 행운으로 돌아오는 날입니다.  선행을 베푸세요.;main_36.png
Main;M37;이동운 상승;예정된 이동이나 출장이 순조롭게 진행되며, 좋은 결과를 가져다줄 것입니다.  망설이지 말고 움직이세요.;main_37.png
Main;M38;독립적인 행동;타인의 의견에 휘둘리지 말고 당신의 주관대로 독립적으로 행동할 때 성공합니다.  스스로 결정하세요.;main_38.png
Main;M39;기다림의 미학;조급해하지 말고 때를 기다려야 합니다.  서두르면 오히려 일을 그르칠 수 있습니다.;main_39.png
Main;M40;선택의 순간;두 가지 선택지 앞에서 망설일 수 있습니다.  신중하게 장단점을 따져 결정하세요.;main_40.png
Main;M41;인내심 시험;인내심을 시험하는 상황에 놓일 수 있습니다.  차분함을 유지하고 평정심을 잃지 마세요.;main_41.png
Main;M42;재능 발견;당신이 미처 알지 못했던 새로운 재능이나 잠재력을 발견할 수 있는 하루입니다.  스스로를 믿으세요.;main_42.png
Main;M43;새로운 인연;당신의 삶에 긍정적인 영향을 줄 수 있는 새로운 인연을 만나게 됩니다.  마음의 문을 여세요.;main_43.png
Main;M44;화해의 시간;오래된 갈등이나 오해를 풀고 화해하기에 최적의 날입니다.  먼저 손을 내밀어 보세요.;main_44.png
Main;M45;관계 회복;과거에 틀어졌던 관계를 회복하거나 오해를 푸는 데 좋은 기운이 따를 것입니다.  먼저 연락을 시도해 보세요.;main_45.png
Main;M46;투자 기회;새로운 투자 기회가 눈앞에 나타날 수 있습니다.  하지만 철저한 분석 후에 실행해야 합니다.;main_46.png
Main;M47;문서/계약 주의;중요한 문서나 계약 건은 꼼꼼하게 확인해야 합니다.  작은 실수도 큰 손해로 이어질 수 있습니다.;main_47.png
Main;M48;새로운 학습;미래를 대비하여 새로운 기술이나 지식을 배우는 데 시간을 투자하는 것이 이롭습니다.  자기 계발에 힘쓰세요.;main_48.png
Main;M49;감정 조절;순간적인 감정으로 인해 일을 그르칠 수 있습니다.  침착하게 감정을 조절하세요.;main_49.png
Main;M50;목표 달성;오랫동안 노력해 온 목표가 마침내 결실을 맺는 날입니다.  자신을 칭찬해주세요.;main_50.png
Main;M51;직업적 발전;직장에서의 노력이 인정받아 승진이나 새로운 기회를 얻게 됩니다.  자신의 능력을 최대한 발휘하세요.;main_51.png
Main;M52;건강 회복;그동안 좋지 않았던 건강이 회복되는 기운입니다.  건강 관리에 더욱 신경 쓰세요.;main_52.png
Main;M53;사소한 기쁨;일상 속 작은 일에서 큰 행복과 만족을 얻을 수 있는 하루입니다.  주변을 둘러보세요.;main_53.png
Main;M54;과감한 투자;오랫동안 고민했던 일에 과감하게 투자하세요.  오늘은 당신의 촉이 맞을 가능성이 높습니다.;main_54.png
Main;M55;의사 표현;자신의 의견을 명확하고 자신감 있게 표현해야 합니다.  망설임은 기회를 놓치게 합니다.;main_55.png
Main;M56;긍정의 힘;부정적인 생각은 멀리하고 긍정적인 말과 행동으로 하루를 채우세요.  긍정의 힘이 행운을 끌어당깁니다.;main_56.png
Main;M57;옛 친구와의 재회;오랜 친구나 지인과의 우연한 만남이 즐거움을 가져다줍니다.  옛 추억을 되새겨 보세요.;main_57.png
Main;M58;지적 호기심;배움에 대한 열정이 샘솟는 날입니다.  새로운 학문이나 기술을 탐구하세요.;main_58.png
Main;M59;가족의 사랑;가족과의 유대감이 강화되고 따뜻한 사랑을 느낄 수 있습니다.  가족에게 먼저 마음을 전하세요.;main_59.png
Main;M60;새로운 취미;일상의 활력을 불어넣을 새로운 취미를 발견하거나 시작하기 좋은 날입니다.  좋아하는 것을 찾아보세요.;main_60.png
Main;M61;창의적 해결;복잡한 문제에 대해 창의적이고 독창적인 해결책을 찾을 수 있습니다.  고정관념을 버리세요.;main_61.png
Main;M62;재능 기부;당신의 재능이나 기술을 다른 사람을 위해 사용하는 것이 큰 만족감을 줄 것입니다.  나눔을 실천하세요.;main_62.png
Main;M63;명확한 목표 설정;흐릿했던 목표가 명확해지고, 나아갈 방향이 분명해지는 하루입니다.  구체적인 계획을 세우세요.;main_63.png
Main;M64;여행 운 상승;단거리 또는 장거리 여행 모두 행운이 따릅니다.  새로운 환경에서 에너지를 얻으세요.;main_64.png
Main;M65;자기 성찰;자신을 돌아보고 내면의 소리에 집중하는 시간을 가지세요.  진정한 행복을 찾을 수 있습니다.;main_65.png
Main;M66;운명의 만남;당신의 인생에 중요한 역할을 할 운명적인 사람을 만날 수 있습니다.  마음을 열고 대화하세요.;main_66.png
Main;M67;주변 정리;어지러운 주변 환경을 정리함으로써 마음의 혼란도 함께 정리됩니다.  깨끗한 환경이 좋은 운을 부릅니다.;main_67.png
Main;M68;약속 이행;오늘 약속은 반드시 지켜야 합니다.  신뢰를 쌓는 것이 무엇보다 중요합니다.;main_68.png
Main;M69;긍정적 변화 수용;갑작스러운 변화라도 긍정적인 시각으로 받아들이세요.  새로운 기회가 숨어 있습니다.;main_69.png
Main;M70;예상 밖의 도움;곤경에 처했을 때 예상치 못한 귀인의 도움을 받게 됩니다.  감사하는 마음을 가지세요.;main_70.png
Main;M71;내실 다지기;외부적인 활동보다 내부적인 역량 강화에 힘쓰세요.  내실이 강해야 흔들리지 않습니다.;main_71.png
Main;M72;평화로운 하루;큰 사건 없이 평화롭고 순탄하게 하루가 흘러갑니다.  소소한 행복을 즐기세요.;main_72.png
Main;M73;인정받는 날;당신의 능력이 주변으로부터 인정받아 중요한 역할을 맡게 될 것입니다.  자신감을 가지세요.;main_73.png
Main;M74;단호한 거절;당신에게 불필요하거나 해로운 제안은 단호하게 거절할 줄 알아야 합니다.  자신을 보호하세요.;main_74.png
Main;M75;명상과 휴식;복잡한 생각을 잠시 내려놓고 명상이나 가벼운 휴식을 취하세요.  정신적 안정이 필요합니다.;main_75.png
Main;M76;지출 통제;오늘의 재정 상황을 점검하고 불필요한 지출을 통제하세요.  절약하는 습관이 필요합니다.;main_76.png
Main;M77;새로운 아이디어;획기적이고 신선한 아이디어가 떠오릅니다.  이를 구체화할 계획을 세우세요.;main_77.png
Main;M78;관계의 발전;오래된 관계가 새로운 국면으로 접어들거나 깊어집니다.  진정한 소통이 필요합니다.;main_78.png
Main;M79;체력 보충;과도한 활동보다는 충분한 휴식으로 체력을 보충해야 합니다.  건강이 최우선입니다.;main_79.png
Main;M80;새로운 환경 적응;새로운 환경이나 변화에 빠르게 적응하는 유연성이 필요합니다.  도전적인 자세를 가지세요.;main_80.png
Main;M81;과거 청산;오래된 앙금이나 과거의 실수를 깨끗하게 청산할 기회입니다.  홀가분하게 시작하세요.;main_81.png
Main;M82;전문성 강화;자신의 전문 분야에 대한 지식을 더 깊이 파고들 때입니다.  전문가로서의 입지를 다지세요.;main_82.png
Main;M83;소통의 날;다양한 사람들과의 소통을 통해 새로운 정보와 영감을 얻으세요.  적극적인 대화가 필요합니다.;main_83.png
Main;M84;재물 운 상승;뜻밖의 횡재수나 금전적 이익을 얻을 수 있는 행운이 따릅니다.  기회를 놓치지 마세요.;main_84.png
Main;M85;정직함 유지;어떤 상황에서도 정직함을 잃지 마세요.  정직한 태도가 결국 당신의 신뢰를 만듭니다.;main_85.png
Main;M86;긍정적 피드백;주변 사람들로부터 긍정적인 피드백을 받게 됩니다.  자신을 믿고 나아가세요.;main_86.png
Main;M87;기회의 포착;순간적으로 지나칠 수 있는 작은 기회라도 놓치지 않고 포착해야 합니다.  기회는 준비된 자에게 옵니다.;main_87.png
Main;M88;내적 성장;외부적인 성공보다 내적인 성숙과 성장에 집중하는 것이 이로운 하루입니다.  마음을 다스리세요.;main_88.png
Main;M89;가치관 재정립;당신의 가치관이나 신념을 재정립하는 시간을 가지세요.  확고한 가치관이 삶의 중심을 잡아줍니다.;main_89.png
Main;M90;자신과의 약속;오늘 당신 자신과 했던 약속(운동, 학습 등)을 반드시 지키세요.  자기 통제력이 운을 이끌어냅니다.;main_90.png
Main;M91;사소한 행복;크고 거창한 것보다 일상 속 사소한 행복을 발견하고 감사하세요.  행복은 가까이에 있습니다.;main_91.png
Main;M92;도전 정신;두려움 없이 새로운 영역에 도전할 때 예상치 못한 좋은 결과를 얻게 됩니다.  용기를 내세요.;main_92.png
Main;M93;조화로운 관계;모두와 조화롭고 원만한 관계를 유지하는 것이 중요한 하루입니다.  갈등을 피하세요.;main_93.png
Main;M94;지출 계획 준수;무리한 지출을 삼가고 계획적인 소비를 할 때 재정적 안정감을 얻게 됩니다.  계획대로 움직이세요.;main_94.png
Main;M95;아이디어 공유;당신의 좋은 아이디어를 주변 사람들과 공유하고 피드백을 받으세요.  아이디어가 발전할 수 있습니다.;main_95.png
Main;M96;내일 준비;오늘의 할 일을 미리 마치고 내일을 준비하는 여유를 가지세요.  선행 학습이 필요합니다.;main_96.png
Main;M97;긍정적 변화;당신의 삶에 긍정적인 변화를 가져올 중요한 결정을 내릴 수 있습니다.  변화를 환영하세요.;main_97.png
Main;M98;건강 우선;바쁜 일정 속에서도 건강을 최우선으로 생각하세요.  건강이 모든 것의 기반입니다.;main_98.png
Main;M99;성공적인 마무리;시작했던 일을 성공적으로 마무리 지을 수 있는 좋은 기운이 따릅니다.  유종의 미를 거두세요.;main_99.png
Main;M100;모두에게 감사;당신의 주변 모든 사람들에게 감사하는 마음을 전하세요.  감사가 행운을 증폭시킵니다.;main_100.png
Money;C01;투자 확장;안정적인 투자처를 찾거나 기존 투자에서 이익을 확장할 기회가 생깁니다.  전문가의 조언을 구하세요.;money_01.png
Money;C02;과감한 시도;다소 리스크가 있더라도 과감하게 새로운 재테크에 도전할 때 예상치 못한 이익을 얻습니다.  신중한 검토 후 시도하세요.;money_02.png
Money;C03;합리적 소비;지름신을 경계하고 오직 필요한 곳에만 지출하세요.  합리적인 소비가 곧 저축입니다.;money_03.png
Money;C04;문서 재확인;금전과 관련된 문서(계약서, 영수증 등)를 꼼꼼히 확인하고 보관해야 손해를 막을 수 있습니다.  철저히 기록하세요.;money_04.png
Money;C05;지출 계획;오늘의 지출 계획을 미리 세우고 예산 범위 내에서 움직이세요.  충동 소비는 금물입니다.;money_05.png
Money;C06;부업/재능 활용;자신이 가진 숨겨진 재능이나 기술을 활용하여 부수입을 얻을 기회가 생길 수 있습니다.  적극적으로 찾아보세요.;money_06.png
Money;C07;정리 및 절약;사용하지 않는 물건을 정리하거나 불필요한 구독 서비스를 해지하여 새는 돈을 막아야 합니다.  작은 절약이 큰 부를 만듭니다.;money_07.png
Money;C08;대출/차용 주의;오늘은 타인에게 돈을 빌려주거나 대출을 받는 행위는 피하는 것이 좋습니다.  금전 거래는 신중하세요.;money_08.png
Money;C09;장기 투자 유리;단기적인 이익보다는 장기적인 관점에서 안정적인 곳에 투자하는 것이 이롭습니다.  인내심을 가지세요.;money_09.png
Money;C10;안정 유지;큰 변동 없이 현재의 재정 상태를 유지하는 것이 오늘의 최선입니다.  무리하게 새로운 것을 시도하지 않는 것이 현명합니다.;money_10.png
Money;C11;재물운 상승;뜻밖의 수입이 생기거나 재물 운이 상승하는 날입니다.  복권이나 경품 응모에 행운이 따릅니다.;money_11.png
Money;C12;낭비 방지;잠깐의 즐거움을 위한 소비는 곧 후회로 이어집니다.  꼭 필요한 곳에만 돈을 쓰세요.;money_12.png
Money;C13;협업 투자;믿을 만한 사람과 함께 공동 투자나 사업을 계획하면 좋은 결과를 얻을 수 있습니다.  신뢰가 중요합니다.;money_13.png
Money;C14;현금 활용;신용카드보다는 현금을 사용할 때 지출에 대한 통제력이 높아져 절약에 도움이 됩니다.  계획적인 소비를 하세요.;money_14.png
Money;C15;미래 설계;은퇴 자금이나 노후 계획 등 미래를 위한 재정 설계를 시작하기 좋은 날입니다.  장기적인 목표를 세우세요.;money_15.png
Money;C16;예상 외 지출;예상치 못한 지출이 발생할 수 있습니다.  비상금을 준비해두는 것이 좋습니다.;money_16.png
Money;C17;재능 활용 수입;자신의 재능이나 기술을 활용한 부업으로 추가 수입을 얻을 수 있습니다.  적극적으로 나서세요.;money_17.png
Money;C18;새로운 저축;새로운 저축 상품이나 금융 계획을 시작하기 좋은 날입니다.  재정적 습관을 개선하세요.;money_18.png
Money;C19;충동적 매매 금지;주식이나 코인 등 충동적인 매매는 손해를 부를 수 있습니다.  냉철하게 시장을 분석하세요.;money_19.png
Money;C20;금전 관계 정리;복잡한 금전 관계를 깔끔하게 정리하고 새로운 재정 계획을 세울 때입니다.  매듭을 지으세요.;money_20.png
Money;C21;가족 재정 협력;가족 구성원과 함께 재정 목표를 공유하고 협력하면 이롭습니다.  함께 계획을 세우세요.;money_21.png
Money;C22;세금/정부 지원금;세금 문제나 정부 지원금 관련 정보를 꼼꼼히 확인하여 혜택을 놓치지 마세요.;money_22.png
Money;C23;작은 횡재수;아주 작은 금액이지만 예상치 못한 곳에서 수입이 들어올 수 있습니다.  소소한 행운을 즐기세요.;money_23.png
Money;C24;빚 청산 계획;가지고 있는 빚을 체계적으로 갚아나갈 계획을 세우세요.  재정적 자유를 위한 시작입니다.;money_24.png
Money;C25;금전 교육 투자;돈을 불리는 방법을 배우는 교육이나 서적에 투자하는 것은 이로운 지출입니다.;money_25.png
Money;C26;노력의 결실;그동안 재물을 모으기 위해 노력했던 것이 결실을 맺는 시기입니다.  성과를 즐기세요.;money_26.png
Money;C27;도박/투기 금지;운에 맡기는 도박이나 투기는 큰 손해를 부를 수 있습니다.  확실한 것만 추구하세요.;money_27.png
Money;C28;재정적 목표 공유;당신의 재정적 목표를 파트너나 믿을 만한 사람과 공유하고 조언을 구하세요.;money_28.png
Money;C29;소비 패턴 점검;당신의 소비 패턴을 면밀히 점검하여 불필요한 지출을 찾아내세요.  습관을 고치세요.;money_29.png
Money;C30;경쟁 우위 확보;직장이나 사업에서 경쟁 우위를 확보하는 것이 재물 운으로 이어집니다.  실력을 쌓으세요.;money_30.png
Money;C31;재물 이동;재물이 다른 곳으로 이동하거나 투자처를 바꿀 기회가 생깁니다.  신중하게 결정하세요.;money_31.png
Money;C32;금전적 유연성;경직된 계획보다는 상황에 따라 유연하게 재정 계획을 수정할 필요가 있습니다.;money_32.png
Money;C33;계약 재검토;현재 진행 중인 금전 관련 계약이나 약속을 재검토해야 할 수 있습니다.  놓친 부분이 없는지 확인하세요.;money_33.png
Money;C34;안정적인 수입원;새로운 수입원을 찾기보다 현재의 안정적인 수입원을 강화하는 데 집중하세요.;money_34.png
Money;C35;선순환 시작;금전적인 흐름이 긍정적인 선순환을 시작합니다.  좋은 흐름을 유지하세요.;money_35.png
Money;C36;지출의 즐거움;단순한 소비가 아닌, 당신의 삶에 가치를 더하는 지출에는 아낌없이 투자하세요.;money_36.png
Money;C37;미래 대비 자산;주택 마련이나 노후 준비 등 미래를 대비한 자산 계획을 구체화하세요.;money_37.png
Money;C38;불필요한 지출 정리;더 이상 필요하지 않은 지출(예: 자동 결제, 구독 등)을 과감하게 정리하세요.;money_38.png
Money;C39;금전적 지원;가족이나 가까운 사람으로부터 금전적인 지원을 받을 기회가 생길 수 있습니다.;money_39.png
Money;C40;경매/할인 활용;불필요한 소비를 줄이고 경매나 할인 기회를 적극적으로 활용하여 재물을 모으세요.;money_40.png
Money;C41;사업 확장 검토;현재 사업을 확장하거나 새로운 프로젝트에 투자하기 전에 시장 조사를 철저히 하세요.;money_41.png
Money;C42;자영업자 금전;자영업자라면 새로운 마케팅 전략이나 상품 개발이 매출 상승으로 이어집니다.;money_42.png
Money;C43;수익 배분;동업자나 협력 관계에서 수익 배분 문제를 명확하게 정립할 필요가 있습니다.;money_43.png
Money;C44;증여/상속;재산의 증여나 상속 문제에 대해 가족 간의 충분한 논의가 필요합니다.  공정함을 유지하세요.;money_44.png
Money;C45;가짜 정보 주의;금전 관련 가짜 정보나 사기에 노출될 위험이 있습니다.  신뢰할 수 있는 출처의 정보만 믿으세요.;money_45.png
Money;C46;작은 재테크 시작;부담 없는 선에서 소액으로 재테크를 시작하여 경험을 쌓으세요.;money_46.png
Money;C47;현금 흐름 관리;수입과 지출의 현금 흐름을 명확하게 파악하고 관리할 때 재정적 어려움을 피할 수 있습니다.;money_47.png
Money;C48;경제 교육;자녀나 후배들에게 올바른 경제 관념과 돈 관리 방법을 가르치는 것이 이롭습니다.;money_48.png
Money;C49;대출 이율 확인;현재 가지고 있는 대출의 이율을 확인하고 더 유리한 조건으로 갈아탈 기회를 모색하세요.;money_49.png
Money;C50;가치 있는 소비;단순한 물건 구매보다 경험이나 추억을 만드는 가치 있는 소비에 집중할 때 만족도가 높습니다.;money_50.png
Love;L01;솔직한 표현;마음에 담아두었던 감정을 솔직하게 표현할 때, 상대방과의 관계가 한층 깊어집니다.;love_01.png
Love;L02;이벤트 준비;연인을 위한 작은 서프라이즈 이벤트를 준비하면 사랑이 더욱 무르익습니다.;love_02.png
Love;L03;오해 해소;사소한 오해가 커지기 전에 대화를 통해 즉시 해결하세요.  침묵은 관계를 해칩니다.;love_03.png
Love;L04;새로운 만남;새로운 인연을 만날 기회가 많은 날입니다.  사람 많은 곳에 나가 당신의 매력을 발산하세요.;love_04.png
Love;L05;신뢰 구축;상대방에게 신뢰를 줄 수 있는 행동을 보여주세요.  신뢰는 관계를 지탱하는 기반입니다.;love_05.png
Love;L06;공동의 취미;연인과 함께 새로운 취미를 시작하거나 공동의 목표를 만들면 애정운이 상승합니다.;love_06.png
Love;L07;개인 시간 존중;상대방의 개인적인 시간과 공간을 존중해 줄 때 관계의 만족도가 높아집니다.  적절한 거리를 유지하세요.;love_07.png
Love;L08;과거 정리;과거의 연애에 얽매이지 말고 새로운 사랑을 받아들일 준비를 하세요.  미련을 버리세요.;love_08.png
Love;L09;커플 아이템;연인과 커플 아이템을 맞추거나 의미 있는 추억을 공유하면 사랑이 더욱 깊어질 것입니다.;love_09.png
Love;L10;친밀도 상승;오늘은 연인과의 육체적, 정신적 친밀도가 매우 높아지는 하루입니다.  진정한 교감을 나누세요.;love_10.png
Love;L11;헌신적인 자세;상대방을 위해 헌신하거나 희생하는 마음이 당신의 매력을 더욱 돋보이게 합니다.  이타심을 가지세요.;love_11.png
Love;L12;친구와의 관계;연인보다는 친구나 지인과의 관계에 더 많은 신경을 써야 할 때입니다.  우정을 소중히 하세요.;love_12.png
Love;L13;재회 운;오래전에 헤어진 연인과 뜻밖의 장소에서 마주치거나 재회의 기회가 생길 수 있습니다.  신중히 결정하세요.;love_13.png
Love;L14;가족의 중요성;연인 문제보다 가족 관계에 집중해야 합니다.  가족의 사랑이 당신의 연애운을 지탱합니다.;love_14.png
Love;L15;다툼 주의;사소한 말다툼이 큰 싸움으로 번질 수 있습니다.  감정을 조절하고 한 발 물러서세요.;love_15.png
Love;L16;짝사랑 종결;오랫동안 짝사랑해 온 사람에게 용기를 내어 고백하세요.  결과를 받아들이고 새로운 시작을 할 때입니다.;love_16.png
Love;L17;중매/소개팅;주변 사람의 도움으로 좋은 인연을 소개받을 수 있습니다.  마음을 열고 적극적으로 임하세요.;love_17.png
Love;L18;외모 변화;헤어스타일이나 패션에 변화를 주면 이성에게 매력이 어필되어 연애운이 상승합니다.;love_18.png
Love;L19;오래된 커플;오래된 커플이라면 새로운 데이트 장소나 색다른 활동으로 관계에 신선함을 더하세요.;love_19.png
Love;L20;결혼 운;결혼을 염두에 둔 커플에게는 좋은 소식이 있거나 구체적인 계획을 세우기 좋은 날입니다.;love_20.png
Love;L21;질투/의심 금지;불필요한 질투나 의심은 관계를 해칩니다.  상대방에 대한 믿음을 가지세요.;love_21.png
Love;L22;사랑의 언어;상대방이 원하는 사랑의 언어를 파악하여 표현할 때 만족도가 높아집니다.  맞춤 사랑이 필요합니다.;love_22.png
Love;L23;데이트 계획;미리 계획된 데이트보다 즉흥적인 데이트가 더 큰 즐거움을 줄 수 있습니다.  자유롭게 즐기세요.;love_23.png
Love;L24;과도한 기대 금지;상대방에게 과도한 기대를 하지 마세요.  있는 그대로의 상대를 사랑할 때 행복합니다.;love_24.png
Love;L25;관계 발전 방해;외부적인 요소(업무, 친구 등)가 당신의 관계 발전을 방해할 수 있습니다.  우선순위를 명확히 하세요.;love_25.png
Love;L26;진실된 대화;가볍고 피상적인 대화보다 진실된 속마음을 털어놓는 대화가 관계를 깊게 합니다.;love_26.png
Love;L27;상처 치유;과거의 연애 상처를 완전히 치유해야 새로운 건강한 관계를 시작할 수 있습니다.;love_27.png
Love;L28;이성과의 협력;이성과의 업무적 협력이나 팀워크를 통해 뜻밖의 로맨스가 시작될 수 있습니다.;love_28.png
Love;L29;사랑의 메시지;사랑이 담긴 손편지나 메시지를 전달하여 당신의 진심을 표현하세요.;love_29.png
Love;L30;선의의 경쟁;싱글이라면 매력적인 이성과의 선의의 경쟁이 당신의 연애 에너지를 높여줍니다.;love_30.png
Love;L31;부부 화합;부부 관계에 평화와 화합의 기운이 따릅니다.  서로를 존중하며 하루를 보내세요.;love_31.png
Love;L32;친구에서 연인;오래된 이성 친구와 연인 관계로 발전할 수 있는 기회가 생깁니다.  우정과 사랑 사이에서 고민하세요.;love_32.png
Love;L33;자신감 어필;자신의 매력과 장점을 자신감 있게 어필하세요.  당신의 당당함이 이성을 끌어당깁니다.;love_33.png
Love;L34;시간 투자;연인을 위해 시간을 아낌없이 투자하세요.  함께 하는 시간이 관계의 깊이를 결정합니다.;love_34.png
Love;L35;사적인 공간 존중;상대방의 사적인 공간이나 비밀을 존중할 때 관계에 신뢰가 쌓입니다.;love_35.png
Love;L36;과거의 그림자;과거의 연인이 당신의 현재 관계에 그림자를 드리울 수 있습니다.  단호하게 끊어내세요.;love_36.png
Love;L37;결혼 전 상의;결혼을 앞둔 커플이라면 재정, 주거 등 현실적인 문제에 대해 솔직하게 상의해야 합니다.;love_37.png
Love;L38;이별 경계;사소한 문제로 인해 이별을 고민할 수 있습니다.  잠시 거리를 두고 이성적으로 생각하세요.;love_38.png
Love;L39;가족의 축복;당신의 관계가 가족이나 주변 사람들로부터 축복을 받고 인정받는 하루입니다.;love_39.png
Love;L40;새로운 만남의 장;취미 생활이나 동호회 활동을 통해 자연스러운 만남을 시도하세요.;love_40.png
Love;L41;사랑의 타이밍;사랑을 고백하거나 관계를 발전시킬 적절한 타이밍을 놓치지 마세요.  기회는 한 번뿐입니다.;love_41.png
